00007345,0000785:
00008338,00005347
00005952,00005404
0000311:,00005179
00003233,00004418
00006678,00006852
00001854,00002786
00004732,00009673
00005636,00004132
00006453,00003072
00006119,00003397
00003081,00007747
00002265,00004253
00006492,00001139
00006124,00000667
00008797,00005723
00009634,00007634
00001823,00007174
00003333,0000086:
00001269,00004815
00001228,00004756
00002101,00003436
00004834,00001716
00007718,0000235:
00005942,00000662
00000347,00003983
00000466,00006823
00000641,00006024
00004916,00004038
00002934,00008765
00009154,00004866
00007246,00004211
00002668,00006363
00007259,00009546
0000792:,0000043:
00005228,00008229
0000823:,0000388:
00005563,00008269
00009128,00005108
00004213,00003293
00006151,0000555:
00005329,00003735
00004831,00003564
00009236,00004688
00001144,00003168
00002457,00008378
00002459,00002471
00003264,00000784
0000680:,00005147
0000498:,00006484
00003473,00005844
00001745,00007052
00002664,00003329
0000622:,00003964
00003833,00007498
00007741,00003002
00004938,00002684
00006488,00007212
00006001,00000254
00009003,0000680:
00009506,0000548:
00009527,0000226:
00000955,00000715
00000545,00004037
0000142:,00003851
00007286,00003612
00004155,00009724
00003089,00007277
00007091,00002753
00001128,0000586:
00002082,00009397
00002521,00000714
00000906,00003033
00007135,00003794
00004614,00000342
00009569,00003542
00005198,00003616
00009015,00002741
00008531,0000637:
00007708,00002088
00009863,00002059
00004205,00006965
00002135,00006268
00001202,00007059
00009918,00007681
00006296,00005411
00007002,00000205
00005453,00009367
00003104,00001641
00008829,00006744
00002953,00008979
00003732,00002481
00008948,00004078
00009098,00004427
00003704,00009632
00005702,00003459
00000132,00003777
00006887,00004635
00000108,00004337
00003813,00006762
00005313,00002499
00008436,00005608
00005544,00001918
00008598,00003346
00003656,00004023
00009187,0000685:
00005173,00007099
00003446,00001969
00005025,00008625
0000533:,00007005
00009051,0000902:
00006717,00002639
00005872,00007445
00005645,00002786
00006849,00004146
00009845,00005938
00004363,00009015
00009918,00000098
00004673,00001342
00005399,00002501
0000931:,0000555:
00000788,00004912
00009318,00007266
00002111,00006218
0000664:,00002356
00004409,00004794
00007214,00007551
00003457,00001775
00006275,00005639
00002999,00006773
00007289,00007696
00006699,0000327:
00004631,00001912
00008806,00004319
00005678,00006256
00009792,00007236
00008965,00006321
00004288,00004767
00007197,00004605
00002022,00002531
00000088,00001556
00002571,00006577
00004374,00005957
00002766,00000678
00001979,00004406
00002396,00006524
00008672,00004756
00008215,00005547
00005185,00004714
00003113,0000031:
00009297,00000379
00001875,00005774
00007226,00001431
00004591,00009964
00007328,00001773
00008593,00002781
00001311,00002122
00007281,00000184
00006152,00009938
00007566,00002889
00009191,00004918
00008079,00000395
00002816,00008309
00001855,00004093
00005389,00007898
00009226,00003962
00005505,00006902
00006777,00009955
00005991,00006198
00007272,00009128
00008974,0000689:
00002861,00003953
00004759,00005982
00007634,00000629
00003144,00000706
0000109:,00003196
00005616,00000294
00003176,00005275
00001462,00002205
00004814,00004285
00009616,00008309
00008868,00005212
0000016:,00009657
00001884,00007048
00000526,0000404:
00004072,00006606
00008021,00001156
00008369,00001955
00008225,00001261
00002613,0000321:
00000755,00004967
00000722,00002817
00005786,00008572
00001873,00003393
0000712:,00008858
00006462,00003844
00007021,00009533
00002739,00002597
00002827,00005496
00002791,00001661
